Sample	MAG_name	Gene	Transcript_count	Rel_transcript_per_fam
S25_SRF	FRAM_WSC20_S10_BML_bin_90_1	GH43_5	6	2.18978
S25_SRF	FRAM_WSC20_S10_BML_bin_92_1	CE11	18	0.175575
S25_SRF	FRAM_WSC20_S10_BML_bin_92_1	GH103	36	0.876766
S25_SRF	FRAM_WSC20_S10_SRF_bin_115_1	CE11	123	1.19977
S25_SRF	FRAM_WSC20_S10_SRF_bin_115_1	GH103	44	1.0716
S25_SRF	FRAM_WSC20_S10_SRF_bin_115_1	GH13_23	87	6.33188
S25_SRF	FRAM_WSC20_S10_SRF_bin_115_1	GH3	9	0.0372162
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	CE2	28	43.75
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH109	23	1.07276
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH113	11	4.34783
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH13	1	0.0449438
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH130	12	2.86396
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH13_31	9	1.44231
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH149	34	0.997945
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH16_3	54	1.30909
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH17	7	0.277008
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH171	3	0.13986
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH20	2	0.0373762
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH3	46	0.190216
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH30_1	8	0.49597
S25_SRF	FRAM_WSC20_S10_SRF_bin_36_1	GH92	68	1.48699
S25_SRF	FRAM_WSC20_S10_SRF_bin_45_1	CE11	43	0.41943
S25_SRF	FRAM_WSC20_S10_SRF_bin_45_1	CE9	82	11.1717
S25_SRF	FRAM_WSC20_S10_SRF_bin_45_1	GH103	6	0.146128
S25_SRF	FRAM_WSC20_S10_SRF_bin_49_1	CBM6	360	8.15587
S25_SRF	FRAM_WSC20_S10_SRF_bin_49_1	CE3	62	19.0769
S25_SRF	FRAM_WSC20_S10_SRF_bin_49_1	GH16_3	21	0.509091
S25_SRF	FRAM_WSC20_S10_SRF_bin_49_1	GH3	66	0.272919
S25_SRF	FRAM_WSC20_S10_SRF_bin_49_1	GH5	124	41.0596
S25_SRF	FRAM_WSC20_S10_SRF_bin_49_1	GH92	13	0.284277
S25_SRF	FRAM_WSC20_S10_SRF_bin_51_1	CE4	32	5.00782
S25_SRF	FRAM_WSC20_S10_SRF_bin_65_1	CE11	20	0.195084
S25_SRF	FRAM_WSC20_S10_SRF_bin_65_1	GH3	8	0.0330811
S25_SRF	FRAM_WSC20_S10_SRF_bin_65_1	GH36	3	0.115252
S25_SRF	FRAM_WSC20_S10_SRF_bin_65_1	GH73	86	1.54371
S25_SRF	FRAM_WSC20_S10_SRF_bin_66_1	CE11	52	0.507218
S25_SRF	FRAM_WSC20_S10_SRF_bin_66_1	GH2	204	4.76079
S25_SRF	FRAM_WSC20_S10_SRF_bin_66_1	GH3	65	0.268784
S25_SRF	FRAM_WSC20_S10_SRF_bin_66_1	GH73	67	1.20266
S25_SRF	FRAM_WSC20_S10_SRF_bin_82_1	CE19	101	28.8571
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	CBM6	61	1.38197
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH149	122	3.58086
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH16_3	163	3.95152
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH17	44	1.7412
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH171	1	0.04662
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH18	8	0.393701
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH29	257	9.37956
S25_SRF	FRAM_WSC20_S10_SRF_bin_85_1	GH30_1	77	4.77371
S25_SRF	FRAM_WSC20_S10_SRF_bin_88_1	CE11	5	0.048771
S25_SRF	FRAM_WSC20_S10_SRF_bin_88_1	GH103	73	1.77789
S25_SRF	FRAM_WSC20_S10_SRF_bin_88_1	GH2	42	0.980163
S25_SRF	FRAM_WSC20_S10_SRF_bin_88_1	GH3	5	0.0206757
S25_SRF	FRAM_WSC20_S25_BML_bin_106_1	GH3	98	0.405243
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	CE11	41	0.399922
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	CE12	30	65.2174
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	CE9	90	12.2616
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH1	72	4.48598
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH13_18	102	8.31296
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH13_32	9	69.2308
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH16	1	0.25974
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH3	59	0.243973
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH43_4	14	82.3529
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH43_5	82	29.927
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH77	32	7.52941
S25_SRF	FRAM_WSC20_S25_BML_bin_129_1	GH97	118	30.8901
S25_SRF	FRAM_WSC20_S25_BML_bin_152_1	GH144	7	3.8674
S25_SRF	FRAM_WSC20_S25_SRF_bin_39_1	CE11	9	0.0877877
S25_SRF	FRAM_WSC20_S25_SRF_bin_39_1	GH158	199	26.3228
S25_SRF	FRAM_WSC20_S25_SRF_bin_39_1	GH16_3	43	1.04242
S25_SRF	FRAM_WSC20_S25_SRF_bin_39_1	GH73	6	0.107701
S25_SRF	FRAM_WSC20_S25_SRF_bin_39_1	GH94	368	56.0122
S25_SRF	FRAM_WSC20_S25_SRF_bin_4_1	CE11	27	0.263363
S25_SRF	FRAM_WSC20_S25_SRF_bin_4_1	GH2	2	0.0466744
S25_SRF	FRAM_WSC20_S25_SRF_bin_4_1	GH3	176	0.727784
S25_SRF	FRAM_WSC20_S25_SRF_bin_42_1	GH23	10	0.128866
S25_SRF	FRAM_WSC20_S25_SRF_bin_42_1	GH3	299	1.23641
S25_SRF	FRAM_WSC20_S25_SRF_bin_49_1	CE11	239	2.33125
S25_SRF	FRAM_WSC20_S25_SRF_bin_49_1	GH23	11	0.141753
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	CE11	4	0.0390168
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	CE14	2	0.30349
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	CE2	11	17.1875
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH10	130	9.32568
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH125	94	55.6213
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH130	33	7.87589
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH149	237	6.95627
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH16_3	9	0.218182
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH17	339	13.4151
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH20	121	2.26126
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH23	18	0.231959
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH3	543	2.24538
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH43_12	191	54.2614
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH5	18	5.96026
S25_SRF	FRAM_WSC20_S25_SRF_bin_51_1	GH92	552	12.0709
S25_SRF	FRAM_WSC20_S25_SRF_bin_6_1	CBM32	62	13.5965
S25_SRF	FRAM_WSC20_S25_SRF_bin_6_1	CE11	101	0.985174
S25_SRF	FRAM_WSC20_S25_SRF_bin_6_1	CE4	41	6.41628
S25_SRF	FRAM_WSC20_S25_SRF_bin_6_1	GH20	223	4.16745
S25_SRF	FRAM_WSC20_S25_SRF_bin_6_1	GH3	178	0.736054
S25_SRF	FRAM_WSC20_S25_SRF_bin_6_1	GH92	238	5.20446
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	CBM6	600	13.5931
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	CE11	149	1.45337
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	GH16_3	92	2.2303
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	GH23	74	0.953608
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	GH29	356	12.9927
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	GH3	601	2.48522
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	GH30_1	248	15.3751
S25_SRF	FRAM_WSC20_S25_SRF_bin_75_1	GH36	89	3.41913
S25_SRF	FRAM_WSC20_S26_BML_bin_30_1	CE9	109	14.8501
S25_SRF	FRAM_WSC20_S26_BML_bin_30_1	GH103	78	1.89966
S25_SRF	FRAM_WSC20_S26_BML_bin_30_1	GH23	44	0.56701
S25_SRF	FRAM_WSC20_S26_BML_bin_49_1	GH1	33	2.05607
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	CBM6	71	1.60852
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	CBM67	7	5.26316
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	CE15	30	10.0334
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	CE19	28	8
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	GH142	2	100
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	GH33	196	13.9106
S25_SRF	FRAM_WSC20_S26_BML_bin_59_1	GH81	20	2.09644
S25_SRF	FRAM_WSC20_S26_BML_bin_61_1	GH2	2	0.0466744
S25_SRF	FRAM_WSC20_S26_BML_bin_61_1	GH20	12	0.224257
S25_SRF	FRAM_WSC20_S26_BML_bin_61_1	GH29	2	0.0729927
S25_SRF	FRAM_WSC20_S26_BML_bin_61_1	GH78	3	0.41841
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	CE19	12	3.42857
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	GH15	24	45.283
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	GH2	105	2.45041
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	GH28	37	6.69078
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	GH78	65	9.06555
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	GH92	96	2.09928
S25_SRF	FRAM_WSC20_S26_BML_bin_6_1	GH95	51	13.8211
S25_SRF	FRAM_WSC20_S26_BML_bin_85_1	CE11	77	0.751073
S25_SRF	FRAM_WSC20_S26_BML_bin_85_1	GH23	206	2.65464
S25_SRF	FRAM_WSC20_S26_BML_bin_9_1	GH3	111	0.459
S25_SRF	FRAM_WSC20_S26_BML_bin_9_1	GH57	1	0.373134
S25_SRF	FRAM_WSC20_S26_SRF_bin_100_1	GH1	27	1.68224
S25_SRF	FRAM_WSC20_S26_SRF_bin_76_1	CE11	214	2.0874
S25_SRF	FRAM_WSC20_S26_SRF_bin_76_1	GH103	71	1.72918
S25_SRF	FRAM_WSC20_S26_SRF_bin_76_1	GH3	345	1.42662
S25_SRF	FRAM_WSC20_S26_SRF_bin_76_1	GH5_13	100	16.9492
S25_SRF	FRAM_WSC20_S8_BML_bin_37_1	GH38	1	0.469484
S25_SRF	FRAM_WSC20_S8_BML_bin_39_1	CBM32	185	40.5702
S25_SRF	FRAM_WSC20_S8_BML_bin_39_1	CBM38	31	28.1818
S25_SRF	FRAM_WSC20_S8_BML_bin_39_1	CE15	25	8.3612
S25_SRF	FRAM_WSC20_S8_BML_bin_39_1	CE9	5	0.681199
S25_SRF	FRAM_WSC20_S8_BML_bin_39_1	GH33	74	5.25195
S25_SRF	FRAM_WSC20_S8_BML_bin_41_1	GH3	131	0.541703
S25_SRF	FRAM_WSC20_S8_BML_bin_71_1	CE11	5	0.048771
S25_SRF	FRAM_WSC20_S8_BML_bin_71_1	GH109	130	6.06343
S25_SRF	FRAM_WSC20_S8_BML_bin_71_1	GH16_3	62	1.50303
S25_SRF	FRAM_WSC20_S8_BML_bin_71_1	GH3	35	0.14473
S25_SRF	FRAM_WSC20_S8_BML_bin_82_1	GH103	43	1.04725
S25_SRF	FRAM_WSC20_S8_BML_bin_82_1	GH3	42	0.173676
S25_SRF	FRAM_WSC20_S8_BML_bin_90_1	CE14	104	15.7815
S25_SRF	FRAM_WSC20_S8_BML_bin_90_1	GH57	1	0.373134
S25_SRF	FRAM_WSC20_S8_BML_bin_92_1	GH116	101	48.3254
S25_SRF	FRAM_WSC20_S8_BML_bin_92_1	GH13_18	5	0.407498
S25_SRF	FRAM_WSC20_S8_BML_bin_93_1	GH23	206	2.65464
S25_SRF	FRAM_WSC20_S8_BML_bin_93_1	GH3	279	1.1537
S25_SRF	FRAM_WSC20_S8_BML_bin_93_1	GH32	25	52.0833
S26_BML	FRAM_WSC20_S10_BML_bin_107_1	GH103	383	5.67828
S26_BML	FRAM_WSC20_S10_BML_bin_107_1	GH23	132	1.0223
S26_BML	FRAM_WSC20_S10_BML_bin_107_1	GH36	513	15.2135
S26_BML	FRAM_WSC20_S10_BML_bin_107_1	GH42	33	3.99033
S26_BML	FRAM_WSC20_S10_BML_bin_110_1	CE11	1	0.00954563
S26_BML	FRAM_WSC20_S10_BML_bin_110_1	GH73	2	0.031903
S26_BML	FRAM_WSC20_S10_BML_bin_14_1	GH65	96	9.09953
S26_BML	FRAM_WSC20_S10_BML_bin_158_1	GH36	546	16.1922
S26_BML	FRAM_WSC20_S10_BML_bin_158_1	GH42	16	1.9347
S26_BML	FRAM_WSC20_S10_BML_bin_158_1	GH73	1	0.0159515
S26_BML	FRAM_WSC20_S10_BML_bin_160_1	GH102	3	0.315126
S26_BML	FRAM_WSC20_S10_BML_bin_160_1	GH103	17	0.252039
S26_BML	FRAM_WSC20_S10_BML_bin_160_1	GH23	72	0.557621
S26_BML	FRAM_WSC20_S10_BML_bin_160_1	GH36	41	1.2159
S26_BML	FRAM_WSC20_S10_BML_bin_28_1	CE11	57	0.544101
S26_BML	FRAM_WSC20_S10_BML_bin_30_1	GH1	65	2.14876
S26_BML	FRAM_WSC20_S10_BML_bin_36_1	GH1	8	0.264463
S26_BML	FRAM_WSC20_S10_BML_bin_37_1	GH23	92	0.712515
S26_BML	FRAM_WSC20_S10_BML_bin_40_1	CBM50	90	48.3871
S26_BML	FRAM_WSC20_S10_BML_bin_40_1	CE11	27	0.257732
S26_BML	FRAM_WSC20_S10_BML_bin_40_1	GH3	97	0.362184
S26_BML	FRAM_WSC20_S10_BML_bin_40_1	GH73	62	0.988993
S26_BML	FRAM_WSC20_S10_BML_bin_46_1	CBM4	1	25
S26_BML	FRAM_WSC20_S10_BML_bin_46_1	GH3	21	0.0784109
S26_BML	FRAM_WSC20_S10_BML_bin_46_1	GH73	99	1.5792
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH10	6	0.614754
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH13	138	5.09978
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH130	57	26.3889
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH13_31	33	12.1771
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH163	167	38.5681
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH17	148	24.1042
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH18	67	4.04345
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH20	1	0.0211461
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH3	35	0.130685
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH30_1	48	6.7701
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH43	125	10.4866
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH65	4	0.379147
S26_BML	FRAM_WSC20_S10_BML_bin_54_1	GH76	43	60.5634
S26_BML	FRAM_WSC20_S10_BML_bin_65_1	CE11	18	0.171821
S26_BML	FRAM_WSC20_S10_BML_bin_68_1	GH42	61	7.37606
S26_BML	FRAM_WSC20_S10_BML_bin_70_1	GH103	87	1.28984
S26_BML	FRAM_WSC20_S10_BML_bin_72_1	CE11	311	2.96869
S26_BML	FRAM_WSC20_S10_BML_bin_72_1	GH23	118	0.913879
S26_BML	FRAM_WSC20_S10_BML_bin_72_1	GH3	1429	5.33567
S26_BML	FRAM_WSC20_S10_BML_bin_86_1	CE11	14	0.133639
S26_BML	FRAM_WSC20_S10_BML_bin_86_1	GH103	12	0.17791
S26_BML	FRAM_WSC20_S10_BML_bin_86_1	GH23	21	0.162639
S26_BML	FRAM_WSC20_S10_BML_bin_90_1	CE4	1	0.127551
S26_BML	FRAM_WSC20_S10_BML_bin_92_1	GH103	1	0.0148258
S26_BML	FRAM_WSC20_S10_SRF_bin_101_1	GH1	44	1.45455
S26_BML	FRAM_WSC20_S10_SRF_bin_115_1	GH103	105	1.55671
S26_BML	FRAM_WSC20_S10_SRF_bin_26_1	CE14	87	6.88291
S26_BML	FRAM_WSC20_S10_SRF_bin_26_1	GH13	129	4.76718
S26_BML	FRAM_WSC20_S10_SRF_bin_26_1	GH2	127	1.89921
S26_BML	FRAM_WSC20_S10_SRF_bin_26_1	GH3	7	0.026137
S26_BML	FRAM_WSC20_S10_SRF_bin_26_1	GH65	2	0.189573
S26_BML	FRAM_WSC20_S10_SRF_bin_26_1	GH92	15	0.380904
S26_BML	FRAM_WSC20_S10_SRF_bin_36_1	GH149	1	0.0825764
S26_BML	FRAM_WSC20_S10_SRF_bin_36_1	GH20	2	0.0422922
S26_BML	FRAM_WSC20_S10_SRF_bin_36_1	GH3	2	0.0074677
S26_BML	FRAM_WSC20_S10_SRF_bin_36_1	GH92	69	1.75216
S26_BML	FRAM_WSC20_S10_SRF_bin_45_1	CE11	124	1.18366
S26_BML	FRAM_WSC20_S10_SRF_bin_45_1	GH103	6	0.0889548
S26_BML	FRAM_WSC20_S10_SRF_bin_45_1	GH73	78	1.24422
S26_BML	FRAM_WSC20_S10_SRF_bin_49_1	CBM6	38	1.45094
S26_BML	FRAM_WSC20_S10_SRF_bin_49_1	CE2	20	16
S26_BML	FRAM_WSC20_S10_SRF_bin_49_1	GH3	13	0.0485401
S26_BML	FRAM_WSC20_S10_SRF_bin_49_1	GH92	57	1.44744
S26_BML	FRAM_WSC20_S10_SRF_bin_51_1	GH23	58	0.449195
S26_BML	FRAM_WSC20_S10_SRF_bin_65_1	GH23	51	0.394981
S26_BML	FRAM_WSC20_S10_SRF_bin_65_1	GH3	16	0.0597416
S26_BML	FRAM_WSC20_S10_SRF_bin_65_1	GH36	61	1.80902
S26_BML	FRAM_WSC20_S10_SRF_bin_80_1	CBM67	12	3.04569
S26_BML	FRAM_WSC20_S10_SRF_bin_80_1	GH77	16	2.30548
S26_BML	FRAM_WSC20_S10_SRF_bin_85_1	CBM6	117	4.46735
S26_BML	FRAM_WSC20_S10_SRF_bin_85_1	GH17	3	0.488599
S26_BML	FRAM_WSC20_S10_SRF_bin_85_1	GH171	9	0.457085
S26_BML	FRAM_WSC20_S10_SRF_bin_85_1	GH18	53	3.19855
S26_BML	FRAM_WSC20_S10_SRF_bin_85_1	GH29	33	1.94118
S26_BML	FRAM_WSC20_S10_SRF_bin_85_1	GH30_1	7	0.987306
S26_BML	FRAM_WSC20_S25_BML_bin_129_1	GH13	10	0.369549
S26_BML	FRAM_WSC20_S25_BML_bin_129_1	GH43_26	1	50
S26_BML	FRAM_WSC20_S25_SRF_bin_39_1	GH158	84	18.1818
S26_BML	FRAM_WSC20_S25_SRF_bin_39_1	GH3	70	0.26137
S26_BML	FRAM_WSC20_S25_SRF_bin_4_1	CE11	27	0.257732
S26_BML	FRAM_WSC20_S25_SRF_bin_4_1	CE4	11	1.40306
S26_BML	FRAM_WSC20_S25_SRF_bin_4_1	GH103	19	0.28169
S26_BML	FRAM_WSC20_S25_SRF_bin_4_1	GH2	2	0.0299088
S26_BML	FRAM_WSC20_S25_SRF_bin_4_1	GH3	1	0.00373385
S26_BML	FRAM_WSC20_S25_SRF_bin_42_1	GH23	38	0.2943
S26_BML	FRAM_WSC20_S25_SRF_bin_42_1	GH3	274	1.02308
S26_BML	FRAM_WSC20_S25_SRF_bin_49_1	CE11	204	1.94731
S26_BML	FRAM_WSC20_S25_SRF_bin_49_1	GH23	121	0.937113
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	CE11	33	0.315006
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	CE14	74	5.85443
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	CE2	66	52.8
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH10	71	7.27459
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH125	82	60.7407
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH130	9	4.16667
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH149	138	11.3955
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH17	18	2.9316
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH20	95	2.00888
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH3	235	0.877455
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH43_12	92	44.878
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH5	52	17.9931
S26_BML	FRAM_WSC20_S25_SRF_bin_51_1	GH92	315	7.99898
S26_BML	FRAM_WSC20_S25_SRF_bin_6_1	GH92	34	0.863382
S26_BML	FRAM_WSC20_S25_SRF_bin_75_1	CE11	190	1.81367
S26_BML	FRAM_WSC20_S25_SRF_bin_75_1	GH16_3	53	1.50739
S26_BML	FRAM_WSC20_S25_SRF_bin_75_1	GH23	113	0.875155
S26_BML	FRAM_WSC20_S25_SRF_bin_75_1	GH3	317	1.18363
S26_BML	FRAM_WSC20_S25_SRF_bin_75_1	GH30_1	26	3.66714
S26_BML	FRAM_WSC20_S25_SRF_bin_75_1	GH36	102	3.02491
S26_BML	FRAM_WSC20_S26_BML_bin_12	CE14	128	10.1266
S26_BML	FRAM_WSC20_S26_BML_bin_30_1	CE9	72	6.36042
S26_BML	FRAM_WSC20_S26_BML_bin_30_1	GH102	37	3.88655
S26_BML	FRAM_WSC20_S26_BML_bin_30_1	GH103	32	0.474426
S26_BML	FRAM_WSC20_S26_BML_bin_30_1	GH23	468	3.62454
S26_BML	FRAM_WSC20_S26_BML_bin_49_1	GH1	722	23.8678
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	CE11	7	0.0668194
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	CE15	58	13.9759
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	CE4	13	1.65816
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	GH142	88	38.5965
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	GH158	33	7.14286
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	GH33	592	11.8258
S26_BML	FRAM_WSC20_S26_BML_bin_59_1	GH81	24	11.9403
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH105	98	23.5012
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH106	94	10.6095
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH109	14	0.783875
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH2	141	2.10857
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH20	172	3.63713
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH29	219	12.8824
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH43_34	49	29.5181
S26_BML	FRAM_WSC20_S26_BML_bin_61_1	GH78	138	6.50943
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	CE15	80	19.2771
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	CE6	6	16.6667
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH106	258	29.1196
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH109	20	1.11982
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH137	84	56.3758
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH15	201	37.0166
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH2	4	0.0598176
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH28	84	5.89888
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH3	12	0.0448062
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH39	64	20.8469
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH78	316	14.9057
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH92	181	4.59624
S26_BML	FRAM_WSC20_S26_BML_bin_6_1	GH95	245	37.7504
S26_BML	FRAM_WSC20_S26_BML_bin_85_1	CE11	396	3.78007
S26_BML	FRAM_WSC20_S26_BML_bin_85_1	GH23	338	2.61772
S26_BML	FRAM_WSC20_S26_BML_bin_9_1	GH23	84	0.650558
S26_BML	FRAM_WSC20_S26_BML_bin_9_1	GH38	86	6.121
S26_BML	FRAM_WSC20_S26_SRF_bin_100_1	GH1	25	0.826446
S26_BML	FRAM_WSC20_S26_SRF_bin_76_1	CE11	160	1.5273
S26_BML	FRAM_WSC20_S26_SRF_bin_76_1	GH103	132	1.95701
S26_BML	FRAM_WSC20_S26_SRF_bin_76_1	GH23	111	0.859665
S26_BML	FRAM_WSC20_S26_SRF_bin_76_1	GH3	345	1.28818
S26_BML	FRAM_WSC20_S26_SRF_bin_76_1	GH5_13	432	46.3023
S26_BML	FRAM_WSC20_S8_BML_bin_37_1	GH100	15	57.6923
S26_BML	FRAM_WSC20_S8_BML_bin_37_1	GH104	117	62.5668
S26_BML	FRAM_WSC20_S8_BML_bin_37_1	GH38	94	6.69039
S26_BML	FRAM_WSC20_S8_BML_bin_39_1	CBM67	60	15.2284
S26_BML	FRAM_WSC20_S8_BML_bin_39_1	CE19	15	5.06757
S26_BML	FRAM_WSC20_S8_BML_bin_39_1	GH13_20	6	1.03627
S26_BML	FRAM_WSC20_S8_BML_bin_39_1	GH142	4	1.75439
S26_BML	FRAM_WSC20_S8_BML_bin_39_1	GH33	37	0.739113
S26_BML	FRAM_WSC20_S8_BML_bin_41_1	GH3	197	0.735569
S26_BML	FRAM_WSC20_S8_BML_bin_71_1	CE11	35	0.334097
S26_BML	FRAM_WSC20_S8_BML_bin_71_1	GH3	41	0.153088
S26_BML	FRAM_WSC20_S8_BML_bin_82_1	GH103	8	0.118606
S26_BML	FRAM_WSC20_S8_BML_bin_82_1	GH3	48	0.179225
S26_BML	FRAM_WSC20_S8_BML_bin_90_1	GH13_30	67	43.5065
S26_BML	FRAM_WSC20_S8_BML_bin_92_1	CE9	27	2.38516
S26_BML	FRAM_WSC20_S8_BML_bin_92_1	GH57	91	29.3548
S26_BML	FRAM_WSC20_S8_BML_bin_93_1	CE11	24	0.229095
S26_BML	FRAM_WSC20_S8_BML_bin_93_1	GH13_18	111	31.2676
S26_BML	FRAM_WSC20_S8_BML_bin_93_1	GH23	97	0.751239
S26_BML	FRAM_WSC20_S8_BML_bin_93_1	GH3	176	0.657158
S26_BML	FRAM_WSC20_S8_BML_bin_93_1	GH32	32	2.95476
